Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method,year,frequency,region
2023-06-01 00:00:00,USA,New York ISO,US-NY-NYIS,226.77,300.05,45.74,22.98,Electricity Maps Estimation; nyiso.com,False,,2023,monthly,US-NY-NYIS
2023-07-01 00:00:00,USA,New York ISO,US-NY-NYIS,257.34,338.34,38.29,19.97,Electricity Maps Estimation; nyiso.com,False,,2023,monthly,US-NY-NYIS
2023-08-01 00:00:00,USA,New York ISO,US-NY-NYIS,233.63,308.63,44.06,22.89,nyiso.com,False,,2023,monthly,US-NY-NYIS
2023-09-01 00:00:00,USA,New York ISO,US-NY-NYIS,234.61,310.01,43.91,23.6,Electricity Maps Estimation; nyiso.com,False,,2023,monthly,US-NY-NYIS
2023-10-01 00:00:00,USA,New York ISO,US-NY-NYIS,199.22,265.46,52.43,27.22,nyiso.com,False,,2023,monthly,US-NY-NYIS
2023-11-01 00:00:00,USA,New York ISO,US-NY-NYIS,209.29,277.81,49.95,26.82,Electricity Maps Estimation; nyiso.com,False,,2023,monthly,US-NY-NYIS
2023-12-01 00:00:00,USA,New York ISO,US-NY-NYIS,201.61,268.35,51.78,28.0,nyiso.com,False,,2023,monthly,US-NY-NYIS
2024-01-01 00:00:00,USA,New York ISO,US-NY-NYIS,202.03,269.15,51.56,28.73,nyiso.com; Electricity Maps Estimation,False,,2024,monthly,US-NY-NYIS
2024-02-01 00:00:00,USA,New York ISO,US-NY-NYIS,199.23,265.56,52.34,29.47,nyiso.com; Electricity Maps Estimation,False,,2024,monthly,US-NY-NYIS
2024-03-01 00:00:00,USA,New York ISO,US-NY-NYIS,212.13,280.13,50.61,30.53,nyiso.com,False,,2024,monthly,US-NY-NYIS
2024-04-01 00:00:00,USA,New York ISO,US-NY-NYIS,194.33,257.05,55.23,29.12,nyiso.com; Electricity Maps Estimation,False,,2024,monthly,US-NY-NYIS
2024-05-01 00:00:00,USA,New York ISO,US-NY-NYIS,215.43,283.29,50.35,24.85,nyiso.com,False,,2024,monthly,US-NY-NYIS
2024-06-01 00:00:00,USA,New York ISO,US-NY-NYIS,239.44,312.11,45.38,22.76,nyiso.com; Electricity Maps Estimation,False,,2024,monthly,US-NY-NYIS
2024-07-01 00:00:00,USA,New York ISO,US-NY-NYIS,255.76,333.3,41.0,20.79,nyiso.com; Electricity Maps Estimation,False,,2024,monthly,US-NY-NYIS
2024-08-01 00:00:00,USA,New York ISO,US-NY-NYIS,254.46,331.22,41.52,20.54,nyiso.com; Electricity Maps Estimation,False,,2024,monthly,US-NY-NYIS
2024-09-01 00:00:00,USA,New York ISO,US-NY-NYIS,247.19,322.83,42.64,20.79,nyiso.com,False,,2024,monthly,US-NY-NYIS
2024-10-01 00:00:00,USA,New York ISO,US-NY-NYIS,225.63,295.08,48.21,22.62,nyiso.com,False,,2024,monthly,US-NY-NYIS
2024-11-01 00:00:00,USA,New York ISO,US-NY-NYIS,216.32,283.38,50.36,24.56,nyiso.com; Electricity Maps Estimation,False,,2024,monthly,US-NY-NYIS
2024-12-01 00:00:00,USA,New York ISO,US-NY-NYIS,231.65,301.3,47.62,23.34,nyiso.com; Electricity Maps Estimation,False,,2024,monthly,US-NY-NYIS
