Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,USA,New York ISO,US-NY-NYIS,183.53,243.08,58.03,29.47,nyiso.com,false,
2023-01-02 00:00:00,USA,New York ISO,US-NY-NYIS,195.68,258.28,55.33,27.84,nyiso.com,false,
2023-01-03 00:00:00,USA,New York ISO,US-NY-NYIS,204.57,269.16,53.41,26.65,nyiso.com,false,
2023-01-04 00:00:00,USA,New York ISO,US-NY-NYIS,203.09,267.11,53.84,26.55,nyiso.com,false,
2023-01-05 00:00:00,USA,New York ISO,US-NY-NYIS,200.53,264.80,53.80,28.33,nyiso.com,false,
2023-01-06 00:00:00,USA,New York ISO,US-NY-NYIS,196.86,260.86,54.73,30.43,nyiso.com,false,
2023-01-07 00:00:00,USA,New York ISO,US-NY-NYIS,186.39,246.98,57.85,32.10,nyiso.com,false,
2023-01-08 00:00:00,USA,New York ISO,US-NY-NYIS,203.52,268.06,54.00,29.29,nyiso.com,false,
2023-01-09 00:00:00,USA,New York ISO,US-NY-NYIS,199.89,263.87,54.33,30.48,nyiso.com,false,
2023-01-10 00:00:00,USA,New York ISO,US-NY-NYIS,201.71,266.03,54.17,30.89,nyiso.com,false,
2023-01-11 00:00:00,USA,New York ISO,US-NY-NYIS,220.39,288.46,50.17,26.11,nyiso.com,false,
2023-01-12 00:00:00,USA,New York ISO,US-NY-NYIS,208.06,273.34,52.66,28.55,nyiso.com,false,
2023-01-13 00:00:00,USA,New York ISO,US-NY-NYIS,191.32,253.71,55.92,31.03,nyiso.com,false,
2023-01-14 00:00:00,USA,New York ISO,US-NY-NYIS,194.96,258.12,55.43,30.44,nyiso.com,false,
2023-01-15 00:00:00,USA,New York ISO,US-NY-NYIS,196.90,260.07,55.34,30.15,nyiso.com,false,
2023-01-16 00:00:00,USA,New York ISO,US-NY-NYIS,198.40,261.95,54.82,30.34,nyiso.com,false,
2023-01-17 00:00:00,USA,New York ISO,US-NY-NYIS,196.98,260.34,54.90,30.30,nyiso.com,false,
2023-01-18 00:00:00,USA,New York ISO,US-NY-NYIS,186.52,247.05,57.56,32.76,nyiso.com,false,
2023-01-19 00:00:00,USA,New York ISO,US-NY-NYIS,192.29,255.09,55.70,31.82,nyiso.com,false,
2023-01-20 00:00:00,USA,New York ISO,US-NY-NYIS,195.02,257.77,55.41,31.45,nyiso.com,false,
2023-01-21 00:00:00,USA,New York ISO,US-NY-NYIS,198.92,262.93,54.52,29.52,nyiso.com,false,
2023-01-22 00:00:00,USA,New York ISO,US-NY-NYIS,197.15,260.51,54.99,29.01,nyiso.com,false,
2023-01-23 00:00:00,USA,New York ISO,US-NY-NYIS,205.21,270.43,53.22,28.93,nyiso.com,false,
2023-01-24 00:00:00,USA,New York ISO,US-NY-NYIS,201.89,265.65,54.09,30.42,nyiso.com,false,
2023-01-25 00:00:00,USA,New York ISO,US-NY-NYIS,210.48,276.64,52.04,28.44,nyiso.com,false,
2023-01-26 00:00:00,USA,New York ISO,US-NY-NYIS,199.13,262.09,54.83,31.13,nyiso.com,false,
2023-01-27 00:00:00,USA,New York ISO,US-NY-NYIS,199.81,262.38,55.29,30.74,nyiso.com,false,
2023-01-28 00:00:00,USA,New York ISO,US-NY-NYIS,188.10,247.27,58.07,31.80,nyiso.com,false,
2023-01-29 00:00:00,USA,New York ISO,US-NY-NYIS,192.26,252.27,57.52,30.70,nyiso.com,false,
2023-01-30 00:00:00,USA,New York ISO,US-NY-NYIS,217.73,283.30,52.06,25.57,nyiso.com,false,
2023-01-31 00:00:00,USA,New York ISO,US-NY-NYIS,222.11,289.16,50.69,25.57,nyiso.com,false,
2023-02-01 00:00:00,USA,New York ISO,US-NY-NYIS,235.25,304.57,47.94,23.18,nyiso.com,false,
2023-02-02 00:00:00,USA,New York ISO,US-NY-NYIS,224.99,292.65,49.63,26.44,nyiso.com,false,
2023-02-03 00:00:00,USA,New York ISO,US-NY-NYIS,212.82,279.39,51.09,28.41,nyiso.com,false,
2023-02-04 00:00:00,USA,New York ISO,US-NY-NYIS,249.77,323.88,43.49,22.08,nyiso.com,false,
2023-02-05 00:00:00,USA,New York ISO,US-NY-NYIS,222.87,288.61,50.83,25.17,nyiso.com,false,
2023-02-06 00:00:00,USA,New York ISO,US-NY-NYIS,215.82,281.42,52.11,27.25,nyiso.com,false,
2023-02-07 00:00:00,USA,New York ISO,US-NY-NYIS,206.12,269.91,53.74,28.98,nyiso.com,false,
2023-02-08 00:00:00,USA,New York ISO,US-NY-NYIS,198.95,261.26,55.23,29.78,nyiso.com,false,
