Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,271.27,355.22,34.57,8.02,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,266.69,347.89,37.07,8.71,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,267.45,348.52,37.11,8.70,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,265.58,345.91,37.73,8.88,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,262.89,343.40,37.73,8.89,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,260.95,341.48,37.82,8.92,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,275.22,355.92,37.18,8.83,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,281.01,361.69,36.99,8.72,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,283.15,363.96,36.81,8.77,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,279.70,360.53,36.93,8.87,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,276.52,357.20,37.13,8.82,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,272.54,353.18,37.30,8.92,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-13 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,269.43,349.79,37.63,8.90,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-14 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,273.59,354.30,37.20,8.80,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-15 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,271.87,352.43,37.37,8.99,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-16 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,266.53,346.95,37.65,9.12,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-17 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,256.19,336.24,38.34,9.25,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-18 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,256.07,335.82,38.57,9.17,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-19 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,254.90,334.36,38.83,9.15,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-20 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,254.85,334.34,38.81,9.16,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-21 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,257.04,336.62,38.66,9.12,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-22 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,257.13,336.70,38.66,9.08,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
