Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,305.15,395.16,27.95,3.40,eia.gov,false,
2021-01-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,306.59,397.01,27.52,2.47,eia.gov,false,
2021-01-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,290.14,375.94,31.74,2.70,eia.gov,false,
2021-01-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,285.47,368.85,34.25,4.58,eia.gov,false,
2021-01-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,291.26,374.72,34.13,4.85,eia.gov,false,
2021-01-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,289.75,373.92,33.53,4.61,eia.gov,false,
2021-01-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,288.18,373.89,31.82,2.84,eia.gov,false,
2021-01-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,280.70,365.24,32.93,2.96,eia.gov,false,
2021-01-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,288.30,372.67,32.99,3.35,eia.gov,false,
2021-01-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,292.31,379.64,30.41,4.04,eia.gov,false,
2021-01-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,292.12,377.96,31.57,3.20,eia.gov,false,
2021-01-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,289.85,375.48,31.54,0.95,Electricity Maps Estimation; eia.gov,false,
2021-01-13 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,302.20,389.76,29.62,1.23,eia.gov,false,
2021-01-14 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,309.60,399.26,28.00,4.09,eia.gov,false,
2021-01-15 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,300.25,387.43,30.28,3.78,eia.gov,false,
2021-01-16 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,285.24,367.75,34.70,4.52,eia.gov,false,
2021-01-17 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,300.29,386.54,30.91,2.61,eia.gov,false,
2021-01-18 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,287.60,370.54,34.32,5.08,eia.gov,false,
2021-01-19 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,289.43,373.86,32.98,5.39,eia.gov,false,
2021-01-20 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,287.53,370.91,33.84,5.12,eia.gov,false,
2021-01-21 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,308.71,400.13,26.55,4.63,eia.gov,false,
2021-01-22 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,297.54,389.03,26.65,3.92,eia.gov,false,
2021-01-23 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,295.42,386.30,27.20,3.21,eia.gov,false,
2021-01-24 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,267.02,350.10,34.43,3.42,eia.gov,false,
2021-01-25 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,270.85,355.53,32.94,3.26,eia.gov,false,
2021-01-26 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,273.89,359.33,32.22,3.68,eia.gov,false,
2021-01-27 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,278.12,364.90,31.05,3.14,eia.gov,false,
2021-01-28 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,263.04,345.81,35.03,5.52,eia.gov,false,
2021-01-29 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,264.93,347.87,34.84,5.40,eia.gov,false,
2021-01-30 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,263.19,345.51,35.34,4.47,eia.gov,false,
2021-01-31 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,263.15,345.27,35.43,3.54,eia.gov,false,
2021-02-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,270.59,355.07,33.27,2.96,eia.gov,false,
2021-02-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,284.88,372.07,30.73,4.85,eia.gov,false,
2021-02-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,303.25,394.72,26.62,4.78,eia.gov,false,
2021-02-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,309.13,401.11,26.12,4.67,eia.gov,false,
2021-02-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,309.46,398.77,28.55,4.14,eia.gov,false,
