Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2023-01-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,264.01,344.14,37.98,9.00,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-02-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,250.44,330.32,38.12,10.29,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-03-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,278.29,364.35,32.42,9.40,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-04-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,293.14,384.44,27.31,7.30,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-05-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,294.87,385.56,28.16,7.64,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-06-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,290.41,381.01,28.15,7.01,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-07-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,299.29,391.05,26.91,6.79,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-08-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,306.39,399.50,25.60,6.64,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-09-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,311.12,405.89,24.32,6.52,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-10-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,319.12,416.06,22.51,6.53,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-11-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,316.82,408.88,27.42,8.24,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-12-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,321.42,414.25,26.60,8.07,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
