Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,280.64,373.66,25.87,8.21,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,279.81,372.67,26.03,8.34,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,281.55,374.47,25.90,8.19,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,280.49,373.13,26.17,8.22,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,281.62,374.36,26.05,8.23,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,280.03,372.74,26.13,8.21,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,281.54,374.48,25.89,8.15,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,285.59,378.84,25.50,8.00,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,277.77,370.41,26.25,8.17,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,278.27,370.89,26.26,8.23,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,304.59,398.86,24.38,4.51,eia.gov; Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,306.86,392.97,33.02,7.55,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
