Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method,year,frequency,region
2022-01-01 00:00:00,USA,CAISO,US-CAL-CISO,203.49,269.61,55.94,42.52,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-02-01 00:00:00,USA,CAISO,US-CAL-CISO,177.56,239.22,61.31,47.09,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-03-01 00:00:00,USA,CAISO,US-CAL-CISO,158.05,216.56,64.73,51.41,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-04-01 00:00:00,USA,CAISO,US-CAL-CISO,162.8,222.38,63.21,54.73,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-05-01 00:00:00,USA,CAISO,US-CAL-CISO,141.05,194.36,69.27,57.53,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-06-01 00:00:00,USA,CAISO,US-CAL-CISO,157.63,216.55,64.1,53.89,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-07-01 00:00:00,USA,CAISO,US-CAL-CISO,182.82,249.14,57.19,47.88,caiso.com; Electricity Maps Estimation,False,,2022,monthly,US-CAL-CISO
2022-08-01 00:00:00,USA,CAISO,US-CAL-CISO,215.3,287.66,50.14,40.58,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-09-01 00:00:00,USA,CAISO,US-CAL-CISO,226.99,300.36,48.27,37.86,caiso.com; Electricity Maps Estimation,False,,2022,monthly,US-CAL-CISO
2022-10-01 00:00:00,USA,CAISO,US-CAL-CISO,236.91,313.03,45.88,36.04,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-11-01 00:00:00,USA,CAISO,US-CAL-CISO,234.64,310.06,46.59,37.06,caiso.com,False,,2022,monthly,US-CAL-CISO
2022-12-01 00:00:00,USA,CAISO,US-CAL-CISO,244.95,321.81,44.44,31.08,caiso.com,False,,2022,monthly,US-CAL-CISO
2023-01-01 00:00:00,USA,CAISO,US-CAL-CISO,223.13,294.94,49.64,37.36,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-02-01 00:00:00,USA,CAISO,US-CAL-CISO,214.32,284.9,51.33,38.03,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-03-01 00:00:00,USA,CAISO,US-CAL-CISO,191.22,256.78,56.53,44.27,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-04-01 00:00:00,USA,CAISO,US-CAL-CISO,156.52,215.95,63.27,52.32,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-05-01 00:00:00,USA,CAISO,US-CAL-CISO,118.45,168.92,73.65,63.13,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-06-01 00:00:00,USA,CAISO,US-CAL-CISO,135.79,189.78,69.23,58.5,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-07-01 00:00:00,USA,CAISO,US-CAL-CISO,192.67,261.53,54.04,45.82,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-08-01 00:00:00,USA,CAISO,US-CAL-CISO,207.2,278.35,51.5,42.62,caiso.com; Electricity Maps Estimation,False,,2023,monthly,US-CAL-CISO
2023-09-01 00:00:00,USA,CAISO,US-CAL-CISO,191.64,257.79,56.38,46.06,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-10-01 00:00:00,USA,CAISO,US-CAL-CISO,233.61,309.12,46.25,39.73,caiso.com,False,,2023,monthly,US-CAL-CISO
2023-11-01 00:00:00,USA,CAISO,US-CAL-CISO,234.79,309.06,46.97,38.36,caiso.com; Electricity Maps Estimation,False,,2023,monthly,US-CAL-CISO
2023-12-01 00:00:00,USA,CAISO,US-CAL-CISO,243.93,320.48,45.22,33.95,caiso.com,False,,2023,monthly,US-CAL-CISO
