Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,USA,CAISO,US-CAL-CISO,322.46,400.29,37.04,27.7,caiso.com,false,
2024-01-01 01:00:00,USA,CAISO,US-CAL-CISO,314.12,381.14,40.78,32.16,caiso.com,false,
2024-01-01 02:00:00,USA,CAISO,US-CAL-CISO,315.63,387.58,39.3,30.56,caiso.com,false,
2024-01-01 03:00:00,USA,CAISO,US-CAL-CISO,321.75,396.25,37.56,28.6,caiso.com,false,
2024-01-01 04:00:00,USA,CAISO,US-CAL-CISO,327.46,407.61,35.29,26.02,caiso.com,false,
2024-01-01 05:00:00,USA,CAISO,US-CAL-CISO,333.76,417.14,33.49,24.04,caiso.com,false,
2024-01-01 06:00:00,USA,CAISO,US-CAL-CISO,347.35,435.18,30.61,20.9,caiso.com,false,
2024-01-01 07:00:00,USA,CAISO,US-CAL-CISO,353.99,444.2,28.91,18.93,caiso.com,false,
2024-01-01 08:00:00,USA,CAISO,US-CAL-CISO,356.26,444.79,28.93,18.71,caiso.com,false,
2024-01-01 09:00:00,USA,CAISO,US-CAL-CISO,359.23,450.21,28.19,17.63,caiso.com,false,
2024-01-01 10:00:00,USA,CAISO,US-CAL-CISO,361.69,453.97,27.84,17.04,caiso.com,false,
2024-01-01 11:00:00,USA,CAISO,US-CAL-CISO,363.01,455.16,27.97,16.94,caiso.com,false,
2024-01-01 12:00:00,USA,CAISO,US-CAL-CISO,366.1,457.85,28.02,16.97,caiso.com,false,
2024-01-01 13:00:00,USA,CAISO,US-CAL-CISO,364.78,454.02,29.59,18.62,caiso.com,false,
2024-01-01 14:00:00,USA,CAISO,US-CAL-CISO,358.26,444.27,31.42,20.67,caiso.com,false,
2024-01-01 15:00:00,USA,CAISO,US-CAL-CISO,341.58,423.34,35.38,24.86,caiso.com,false,
2024-01-01 16:00:00,USA,CAISO,US-CAL-CISO,268.44,339.69,50.05,39.99,caiso.com,false,
2024-01-01 17:00:00,USA,CAISO,US-CAL-CISO,227.26,290.69,58.77,48.9,caiso.com,false,
2024-01-01 18:00:00,USA,CAISO,US-CAL-CISO,183.38,241.43,65.68,56.0,caiso.com,false,
2024-01-01 19:00:00,USA,CAISO,US-CAL-CISO,171.29,227.77,67.53,57.84,caiso.com,false,
2024-01-01 20:00:00,USA,CAISO,US-CAL-CISO,154.61,209.58,69.93,60.12,caiso.com,false,
2024-01-01 21:00:00,USA,CAISO,US-CAL-CISO,148.84,202.57,71.32,61.53,caiso.com,false,
2024-01-01 22:00:00,USA,CAISO,US-CAL-CISO,146.21,200.59,70.91,61.24,caiso.com,false,
2024-01-01 23:00:00,USA,CAISO,US-CAL-CISO,176.88,239.57,61.17,51.36,caiso.com,false,
2024-01-02 00:00:00,USA,CAISO,US-CAL-CISO,270.36,346.64,41.8,32.16,caiso.com,false,
2024-01-02 01:00:00,USA,CAISO,US-CAL-CISO,290.69,363.0,39.22,30.38,caiso.com,false,
2024-01-02 02:00:00,USA,CAISO,US-CAL-CISO,289.77,362.75,39.01,30.3,caiso.com,false,
2024-01-02 03:00:00,USA,CAISO,US-CAL-CISO,292.14,367.63,37.94,29.17,caiso.com,false,
2024-01-02 04:00:00,USA,CAISO,US-CAL-CISO,298.16,379.82,35.21,26.21,caiso.com,false,
2024-01-02 05:00:00,USA,CAISO,US-CAL-CISO,302.79,387.23,33.84,24.78,caiso.com,false,
